provinsi,tahun,upah,ump,daerah_x,jenis_x,peng,jenis_y,daerah_y,periode,gk,Cluster
KEP. RIAU,2019,22912,2769754.0,PERDESAANPERKOTAAN,MAKANAN,789056.0,MAKANAN,PERDESAAN,SEPTEMBER,429322.0,1
KEP. RIAU,2019,22912,2769754.0,PERDESAANPERKOTAAN,MAKANAN,789056.0,MAKANAN,PERDESAANPERKOTAAN,MARET,396007.0,1
KEP. RIAU,2019,22912,2769754.0,PERDESAANPERKOTAAN,MAKANAN,789056.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,400070.0,1
KEP. RIAU,2020,25032,3005460.0,PERDESAAN,MAKANAN,623234.0,MAKANAN,PERKOTAAN,MARET,406556.0,1
KEP. RIAU,2020,25032,3005460.0,PERDESAAN,MAKANAN,623234.0,MAKANAN,PERKOTAAN,SEPTEMBER,408172.0,1
KEP. RIAU,2020,25032,3005460.0,PERDESAAN,MAKANAN,623234.0,MAKANAN,PERDESAAN,MARET,442464.0,1
KEP. RIAU,2020,25032,3005460.0,PERDESAAN,MAKANAN,623234.0,MAKANAN,PERDESAAN,SEPTEMBER,444217.0,1
KEP. RIAU,2020,25032,3005460.0,PERDESAAN,MAKANAN,623234.0,MAKANAN,PERDESAANPERKOTAAN,MARET,410225.0,1
KEP. RIAU,2020,25032,3005460.0,PERDESAAN,MAKANAN,623234.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,410811.0,1
KEP. RIAU,2020,25032,3005460.0,PERKOTAAN,MAKANAN,819974.0,MAKANAN,PERKOTAAN,MARET,406556.0,1
KEP. RIAU,2020,25032,3005460.0,PERKOTAAN,MAKANAN,819974.0,MAKANAN,PERKOTAAN,SEPTEMBER,408172.0,1
KEP. RIAU,2020,25032,3005460.0,PERKOTAAN,MAKANAN,819974.0,MAKANAN,PERDESAAN,MARET,442464.0,1
KEP. RIAU,2020,25032,3005460.0,PERKOTAAN,MAKANAN,819974.0,MAKANAN,PERDESAAN,SEPTEMBER,444217.0,1
KEP. RIAU,2020,25032,3005460.0,PERKOTAAN,MAKANAN,819974.0,MAKANAN,PERDESAANPERKOTAAN,MARET,410225.0,1
KEP. RIAU,2020,25032,3005460.0,PERKOTAAN,MAKANAN,819974.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,410811.0,1
KEP. RIAU,2020,25032,3005460.0,PERDESAANPERKOTAAN,MAKANAN,800424.0,MAKANAN,PERKOTAAN,MARET,406556.0,1
KEP. RIAU,2020,25032,3005460.0,PERDESAANPERKOTAAN,MAKANAN,800424.0,MAKANAN,PERKOTAAN,SEPTEMBER,408172.0,1
KEP. RIAU,2020,25032,3005460.0,PERDESAANPERKOTAAN,MAKANAN,800424.0,MAKANAN,PERDESAAN,MARET,442464.0,1
KEP. RIAU,2020,25032,3005460.0,PERDESAANPERKOTAAN,MAKANAN,800424.0,MAKANAN,PERDESAAN,SEPTEMBER,444217.0,1
KEP. RIAU,2020,25032,3005460.0,PERDESAANPERKOTAAN,MAKANAN,800424.0,MAKANAN,PERDESAANPERKOTAAN,MARET,410225.0,1
KEP. RIAU,2020,25032,3005460.0,PERDESAANPERKOTAAN,MAKANAN,800424.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,410811.0,1
KEP. RIAU,2021,25736,3005460.0,PERDESAAN,MAKANAN,645900.0,MAKANAN,PERKOTAAN,MARET,426912.0,1
KEP. RIAU,2021,25736,3005460.0,PERDESAAN,MAKANAN,645900.0,MAKANAN,PERKOTAAN,SEPTEMBER,429830.0,1
KEP. RIAU,2021,25736,3005460.0,PERDESAAN,MAKANAN,645900.0,MAKANAN,PERDESAAN,MARET,458274.0,1
KEP. RIAU,2021,25736,3005460.0,PERDESAAN,MAKANAN,645900.0,MAKANAN,PERDESAAN,SEPTEMBER,467527.0,1
KEP. RIAU,2021,25736,3005460.0,PERDESAAN,MAKANAN,645900.0,MAKANAN,PERDESAANPERKOTAAN,MARET,429298.0,1
KEP. RIAU,2021,25736,3005460.0,PERDESAAN,MAKANAN,645900.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,432804.0,1
KEP. RIAU,2021,25736,3005460.0,PERKOTAAN,MAKANAN,842908.0,MAKANAN,PERKOTAAN,MARET,426912.0,1
KEP. RIAU,2021,25736,3005460.0,PERKOTAAN,MAKANAN,842908.0,MAKANAN,PERKOTAAN,SEPTEMBER,429830.0,1
KEP. RIAU,2021,25736,3005460.0,PERKOTAAN,MAKANAN,842908.0,MAKANAN,PERDESAAN,MARET,458274.0,1
KEP. RIAU,2021,25736,3005460.0,PERKOTAAN,MAKANAN,842908.0,MAKANAN,PERDESAAN,SEPTEMBER,467527.0,1
KEP. RIAU,2021,25736,3005460.0,PERKOTAAN,MAKANAN,842908.0,MAKANAN,PERDESAANPERKOTAAN,MARET,429298.0,1
KEP. RIAU,2021,25736,3005460.0,PERKOTAAN,MAKANAN,842908.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,432804.0,1
KEP. RIAU,2021,25736,3005460.0,PERDESAANPERKOTAAN,MAKANAN,828206.0,MAKANAN,PERKOTAAN,MARET,426912.0,1
KEP. RIAU,2021,25736,3005460.0,PERDESAANPERKOTAAN,MAKANAN,828206.0,MAKANAN,PERKOTAAN,SEPTEMBER,429830.0,1
KEP. RIAU,2021,25736,3005460.0,PERDESAANPERKOTAAN,MAKANAN,828206.0,MAKANAN,PERDESAAN,MARET,458274.0,1
KEP. RIAU,2021,25736,3005460.0,PERDESAANPERKOTAAN,MAKANAN,828206.0,MAKANAN,PERDESAAN,SEPTEMBER,467527.0,1
KEP. RIAU,2021,25736,3005460.0,PERDESAANPERKOTAAN,MAKANAN,828206.0,MAKANAN,PERDESAANPERKOTAAN,MARET,429298.0,1
KEP. RIAU,2021,25736,3005460.0,PERDESAANPERKOTAAN,MAKANAN,828206.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,432804.0,1
KEP. RIAU,2022,23528,3050172.0,PERDESAAN,MAKANAN,672520.0,MAKANAN,PERKOTAAN,MARET,453563.0,1
KEP. RIAU,2022,23528,3050172.0,PERDESAAN,MAKANAN,672520.0,MAKANAN,PERKOTAAN,SEPTEMBER,486016.0,1
KEP. RIAU,2022,23528,3050172.0,PERDESAAN,MAKANAN,672520.0,MAKANAN,PERDESAAN,MARET,496488.0,1
KEP. RIAU,2022,23528,3050172.0,PERDESAAN,MAKANAN,672520.0,MAKANAN,PERDESAAN,SEPTEMBER,525085.0,1
KEP. RIAU,2022,23528,3050172.0,PERDESAAN,MAKANAN,672520.0,MAKANAN,PERDESAANPERKOTAAN,MARET,458362.0,1
KEP. RIAU,2022,23528,3050172.0,PERDESAAN,MAKANAN,672520.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,491238.0,1
KEP. RIAU,2022,23528,3050172.0,PERKOTAAN,MAKANAN,868121.0,MAKANAN,PERKOTAAN,MARET,453563.0,1
KEP. RIAU,2022,23528,3050172.0,PERKOTAAN,MAKANAN,868121.0,MAKANAN,PERKOTAAN,SEPTEMBER,486016.0,1
KEP. RIAU,2022,23528,3050172.0,PERKOTAAN,MAKANAN,868121.0,MAKANAN,PERDESAAN,MARET,496488.0,1
KEP. RIAU,2022,23528,3050172.0,PERKOTAAN,MAKANAN,868121.0,MAKANAN,PERDESAAN,SEPTEMBER,525085.0,1
KEP. RIAU,2022,23528,3050172.0,PERKOTAAN,MAKANAN,868121.0,MAKANAN,PERDESAANPERKOTAAN,MARET,458362.0,1
KEP. RIAU,2022,23528,3050172.0,PERKOTAAN,MAKANAN,868121.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,491238.0,1
KEP. RIAU,2022,23528,3050172.0,PERDESAANPERKOTAAN,MAKANAN,846221.0,MAKANAN,PERKOTAAN,MARET,453563.0,1
KEP. RIAU,2022,23528,3050172.0,PERDESAANPERKOTAAN,MAKANAN,846221.0,MAKANAN,PERKOTAAN,SEPTEMBER,486016.0,1
KEP. RIAU,2022,23528,3050172.0,PERDESAANPERKOTAAN,MAKANAN,846221.0,MAKANAN,PERDESAAN,MARET,496488.0,1
KEP. RIAU,2022,23528,3050172.0,PERDESAANPERKOTAAN,MAKANAN,846221.0,MAKANAN,PERDESAAN,SEPTEMBER,525085.0,1
KEP. RIAU,2022,23528,3050172.0,PERDESAANPERKOTAAN,MAKANAN,846221.0,MAKANAN,PERDESAANPERKOTAAN,MARET,458362.0,1
KEP. RIAU,2022,23528,3050172.0,PERDESAANPERKOTAAN,MAKANAN,846221.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,491238.0,1
DKI JAKARTA,2015,17012,2700000.0,PERKOTAAN,MAKANAN,615486.0,MAKANAN,PERKOTAAN,MARET,319595.0,1
DKI JAKARTA,2015,17012,2700000.0,PERKOTAAN,MAKANAN,615486.0,MAKANAN,PERKOTAAN,SEPTEMBER,327678.0,1
DKI JAKARTA,2015,17012,2700000.0,PERKOTAAN,MAKANAN,615486.0,MAKANAN,PERDESAANPERKOTAAN,MARET,319595.0,1
DKI JAKARTA,2015,17012,2700000.0,PERKOTAAN,MAKANAN,615486.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,327678.0,1
DKI JAKARTA,2015,17012,2700000.0,PERDESAANPERKOTAAN,MAKANAN,615486.0,MAKANAN,PERKOTAAN,MARET,319595.0,1
DKI JAKARTA,2015,17012,2700000.0,PERDESAANPERKOTAAN,MAKANAN,615486.0,MAKANAN,PERKOTAAN,SEPTEMBER,327678.0,1
DKI JAKARTA,2015,17012,2700000.0,PERDESAANPERKOTAAN,MAKANAN,615486.0,MAKANAN,PERDESAANPERKOTAAN,MARET,319595.0,1
DKI JAKARTA,2015,17012,2700000.0,PERDESAANPERKOTAAN,MAKANAN,615486.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,327678.0,1
DKI JAKARTA,2016,23181,3100000.0,PERKOTAAN,MAKANAN,692206.0,MAKANAN,PERKOTAAN,MARET,329644.0,1
DKI JAKARTA,2016,23181,3100000.0,PERKOTAAN,MAKANAN,692206.0,MAKANAN,PERKOTAAN,SEPTEMBER,334938.0,1
DKI JAKARTA,2016,23181,3100000.0,PERKOTAAN,MAKANAN,692206.0,MAKANAN,PERDESAANPERKOTAAN,MARET,329644.0,1
DKI JAKARTA,2016,23181,3100000.0,PERKOTAAN,MAKANAN,692206.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,334938.0,1
DKI JAKARTA,2016,23181,3100000.0,PERDESAANPERKOTAAN,MAKANAN,692207.0,MAKANAN,PERKOTAAN,MARET,329644.0,1
DKI JAKARTA,2016,23181,3100000.0,PERDESAANPERKOTAAN,MAKANAN,692207.0,MAKANAN,PERKOTAAN,SEPTEMBER,334938.0,1
DKI JAKARTA,2016,23181,3100000.0,PERDESAANPERKOTAAN,MAKANAN,692207.0,MAKANAN,PERDESAANPERKOTAAN,MARET,329644.0,1
DKI JAKARTA,2016,23181,3100000.0,PERDESAANPERKOTAAN,MAKANAN,692207.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,334938.0,1
DKI JAKARTA,2017,23826,3355750.0,PERKOTAAN,MAKANAN,797828.0,MAKANAN,PERKOTAAN,MARET,347382.0,1
DKI JAKARTA,2017,23826,3355750.0,PERKOTAAN,MAKANAN,797828.0,MAKANAN,PERKOTAAN,SEPTEMBER,383192.0,1
DKI JAKARTA,2017,23826,3355750.0,PERKOTAAN,MAKANAN,797828.0,MAKANAN,PERDESAANPERKOTAAN,MARET,347382.0,1
DKI JAKARTA,2017,23826,3355750.0,PERKOTAAN,MAKANAN,797828.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,383192.0,1
DKI JAKARTA,2017,23826,3355750.0,PERDESAANPERKOTAAN,MAKANAN,797828.0,MAKANAN,PERKOTAAN,MARET,347382.0,1
DKI JAKARTA,2017,23826,3355750.0,PERDESAANPERKOTAAN,MAKANAN,797828.0,MAKANAN,PERKOTAAN,SEPTEMBER,383192.0,1
DKI JAKARTA,2017,23826,3355750.0,PERDESAANPERKOTAAN,MAKANAN,797828.0,MAKANAN,PERDESAANPERKOTAAN,MARET,347382.0,1
DKI JAKARTA,2017,23826,3355750.0,PERDESAANPERKOTAAN,MAKANAN,797828.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,383192.0,1
DKI JAKARTA,2018,25238,3648036.0,PERKOTAAN,MAKANAN,847846.0,MAKANAN,PERKOTAAN,MARET,394158.0,1
DKI JAKARTA,2018,25238,3648036.0,PERKOTAAN,MAKANAN,847846.0,MAKANAN,PERKOTAAN,SEPTEMBER,408790.0,1
DKI JAKARTA,2018,25238,3648036.0,PERKOTAAN,MAKANAN,847846.0,MAKANAN,PERDESAANPERKOTAAN,MARET,394158.0,1
DKI JAKARTA,2018,25238,3648036.0,PERKOTAAN,MAKANAN,847846.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,408790.0,1
DKI JAKARTA,2018,25238,3648036.0,PERDESAANPERKOTAAN,MAKANAN,847846.0,MAKANAN,PERKOTAAN,MARET,394158.0,1
DKI JAKARTA,2018,25238,3648036.0,PERDESAANPERKOTAAN,MAKANAN,847846.0,MAKANAN,PERKOTAAN,SEPTEMBER,408790.0,1
DKI JAKARTA,2018,25238,3648036.0,PERDESAANPERKOTAAN,MAKANAN,847846.0,MAKANAN,PERDESAANPERKOTAAN,MARET,394158.0,1
DKI JAKARTA,2018,25238,3648036.0,PERDESAANPERKOTAAN,MAKANAN,847846.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,408790.0,1
JAWA BARAT,2015,11247,1000000.0,PERDESAAN,MAKANAN,378794.0,MAKANAN,PERKOTAAN,MARET,213479.0,0
JAWA BARAT,2015,11247,1000000.0,PERDESAAN,MAKANAN,378794.0,MAKANAN,PERKOTAAN,SEPTEMBER,223843.0,0
JAWA BARAT,2015,11247,1000000.0,PERDESAAN,MAKANAN,378794.0,MAKANAN,PERDESAAN,MARET,231259.0,0
JAWA BARAT,2015,11247,1000000.0,PERDESAAN,MAKANAN,378794.0,MAKANAN,PERDESAAN,SEPTEMBER,241132.0,0
JAWA BARAT,2015,11247,1000000.0,PERDESAAN,MAKANAN,378794.0,MAKANAN,PERDESAANPERKOTAAN,MARET,219290.0,0
JAWA BARAT,2015,11247,1000000.0,PERDESAAN,MAKANAN,378794.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,229494.0,0
JAWA BARAT,2015,11247,1000000.0,PERKOTAAN,MAKANAN,448748.0,MAKANAN,PERKOTAAN,MARET,213479.0,0
JAWA BARAT,2015,11247,1000000.0,PERKOTAAN,MAKANAN,448748.0,MAKANAN,PERKOTAAN,SEPTEMBER,223843.0,0
JAWA BARAT,2015,11247,1000000.0,PERKOTAAN,MAKANAN,448748.0,MAKANAN,PERDESAAN,MARET,231259.0,0
JAWA BARAT,2015,11247,1000000.0,PERKOTAAN,MAKANAN,448748.0,MAKANAN,PERDESAAN,SEPTEMBER,241132.0,0
JAWA BARAT,2015,11247,1000000.0,PERKOTAAN,MAKANAN,448748.0,MAKANAN,PERDESAANPERKOTAAN,MARET,219290.0,0
JAWA BARAT,2015,11247,1000000.0,PERKOTAAN,MAKANAN,448748.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,229494.0,0
JAWA BARAT,2015,11247,1000000.0,PERDESAANPERKOTAAN,MAKANAN,425883.0,MAKANAN,PERKOTAAN,MARET,213479.0,0
JAWA BARAT,2015,11247,1000000.0,PERDESAANPERKOTAAN,MAKANAN,425883.0,MAKANAN,PERKOTAAN,SEPTEMBER,223843.0,0
JAWA BARAT,2015,11247,1000000.0,PERDESAANPERKOTAAN,MAKANAN,425883.0,MAKANAN,PERDESAAN,MARET,231259.0,0
JAWA BARAT,2015,11247,1000000.0,PERDESAANPERKOTAAN,MAKANAN,425883.0,MAKANAN,PERDESAAN,SEPTEMBER,241132.0,0
JAWA BARAT,2015,11247,1000000.0,PERDESAANPERKOTAAN,MAKANAN,425883.0,MAKANAN,PERDESAANPERKOTAAN,MARET,219290.0,0
JAWA BARAT,2015,11247,1000000.0,PERDESAANPERKOTAAN,MAKANAN,425883.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,229494.0,0
JAWA BARAT,2016,14791,2250000.0,PERDESAAN,MAKANAN,395806.0,MAKANAN,PERKOTAAN,MARET,228191.0,0
JAWA BARAT,2016,14791,2250000.0,PERDESAAN,MAKANAN,395806.0,MAKANAN,PERKOTAAN,SEPTEMBER,233953.0,0
JAWA BARAT,2016,14791,2250000.0,PERDESAAN,MAKANAN,395806.0,MAKANAN,PERDESAAN,MARET,246605.0,0
JAWA BARAT,2016,14791,2250000.0,PERDESAAN,MAKANAN,395806.0,MAKANAN,PERDESAAN,SEPTEMBER,250274.0,0
JAWA BARAT,2016,14791,2250000.0,PERDESAAN,MAKANAN,395806.0,MAKANAN,PERDESAANPERKOTAAN,MARET,234108.0,0
JAWA BARAT,2016,14791,2250000.0,PERDESAAN,MAKANAN,395806.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,238945.0,0
JAWA BARAT,2016,14791,2250000.0,PERKOTAAN,MAKANAN,514628.0,MAKANAN,PERKOTAAN,MARET,228191.0,0
JAWA BARAT,2016,14791,2250000.0,PERKOTAAN,MAKANAN,514628.0,MAKANAN,PERKOTAAN,SEPTEMBER,233953.0,0
JAWA BARAT,2016,14791,2250000.0,PERKOTAAN,MAKANAN,514628.0,MAKANAN,PERDESAAN,MARET,246605.0,0
JAWA BARAT,2016,14791,2250000.0,PERKOTAAN,MAKANAN,514628.0,MAKANAN,PERDESAAN,SEPTEMBER,250274.0,0
JAWA BARAT,2016,14791,2250000.0,PERKOTAAN,MAKANAN,514628.0,MAKANAN,PERDESAANPERKOTAAN,MARET,234108.0,0
JAWA BARAT,2016,14791,2250000.0,PERKOTAAN,MAKANAN,514628.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,238945.0,0
JAWA BARAT,2016,14791,2250000.0,PERDESAANPERKOTAAN,MAKANAN,477814.0,MAKANAN,PERKOTAAN,MARET,228191.0,0
JAWA BARAT,2016,14791,2250000.0,PERDESAANPERKOTAAN,MAKANAN,477814.0,MAKANAN,PERKOTAAN,SEPTEMBER,233953.0,0
JAWA BARAT,2016,14791,2250000.0,PERDESAANPERKOTAAN,MAKANAN,477814.0,MAKANAN,PERDESAAN,MARET,246605.0,0
JAWA BARAT,2016,14791,2250000.0,PERDESAANPERKOTAAN,MAKANAN,477814.0,MAKANAN,PERDESAAN,SEPTEMBER,250274.0,0
JAWA BARAT,2016,14791,2250000.0,PERDESAANPERKOTAAN,MAKANAN,477814.0,MAKANAN,PERDESAANPERKOTAAN,MARET,234108.0,0
JAWA BARAT,2016,14791,2250000.0,PERDESAANPERKOTAAN,MAKANAN,477814.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,238945.0,0
JAWA BARAT,2017,16202,1420624.0,PERDESAAN,MAKANAN,484115.0,MAKANAN,PERKOTAAN,MARET,244750.0,0
JAWA BARAT,2017,16202,1420624.0,PERDESAAN,MAKANAN,484115.0,MAKANAN,PERKOTAAN,SEPTEMBER,250654.0,0
JAWA BARAT,2017,16202,1420624.0,PERDESAAN,MAKANAN,484115.0,MAKANAN,PERDESAAN,MARET,257238.0,0
JAWA BARAT,2017,16202,1420624.0,PERDESAAN,MAKANAN,484115.0,MAKANAN,PERDESAAN,SEPTEMBER,265183.0,0
JAWA BARAT,2017,16202,1420624.0,PERDESAAN,MAKANAN,484115.0,MAKANAN,PERDESAANPERKOTAAN,MARET,248505.0,0
JAWA BARAT,2017,16202,1420624.0,PERDESAAN,MAKANAN,484115.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,254799.0,0
JAWA BARAT,2017,16202,1420624.0,PERKOTAAN,MAKANAN,593467.0,MAKANAN,PERKOTAAN,MARET,244750.0,0
JAWA BARAT,2017,16202,1420624.0,PERKOTAAN,MAKANAN,593467.0,MAKANAN,PERKOTAAN,SEPTEMBER,250654.0,0
JAWA BARAT,2017,16202,1420624.0,PERKOTAAN,MAKANAN,593467.0,MAKANAN,PERDESAAN,MARET,257238.0,0
JAWA BARAT,2017,16202,1420624.0,PERKOTAAN,MAKANAN,593467.0,MAKANAN,PERDESAAN,SEPTEMBER,265183.0,0
JAWA BARAT,2017,16202,1420624.0,PERKOTAAN,MAKANAN,593467.0,MAKANAN,PERDESAANPERKOTAAN,MARET,248505.0,0
JAWA BARAT,2017,16202,1420624.0,PERKOTAAN,MAKANAN,593467.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,254799.0,0
JAWA BARAT,2017,16202,1420624.0,PERDESAANPERKOTAAN,MAKANAN,562766.0,MAKANAN,PERKOTAAN,MARET,244750.0,0
JAWA BARAT,2017,16202,1420624.0,PERDESAANPERKOTAAN,MAKANAN,562766.0,MAKANAN,PERKOTAAN,SEPTEMBER,250654.0,0
JAWA BARAT,2017,16202,1420624.0,PERDESAANPERKOTAAN,MAKANAN,562766.0,MAKANAN,PERDESAAN,MARET,257238.0,0
JAWA BARAT,2017,16202,1420624.0,PERDESAANPERKOTAAN,MAKANAN,562766.0,MAKANAN,PERDESAAN,SEPTEMBER,265183.0,0
JAWA BARAT,2017,16202,1420624.0,PERDESAANPERKOTAAN,MAKANAN,562766.0,MAKANAN,PERDESAANPERKOTAAN,MARET,248505.0,0
JAWA BARAT,2017,16202,1420624.0,PERDESAANPERKOTAAN,MAKANAN,562766.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,254799.0,0
JAWA BARAT,2018,16843,1544361.0,PERDESAAN,MAKANAN,529194.0,MAKANAN,PERKOTAAN,MARET,263583.0,0
JAWA BARAT,2018,16843,1544361.0,PERDESAAN,MAKANAN,529194.0,MAKANAN,PERKOTAAN,SEPTEMBER,266339.0,0
JAWA BARAT,2018,16843,1544361.0,PERDESAAN,MAKANAN,529194.0,MAKANAN,PERDESAAN,MARET,274016.0,0
JAWA BARAT,2018,16843,1544361.0,PERDESAAN,MAKANAN,529194.0,MAKANAN,PERDESAAN,SEPTEMBER,276660.0,0
JAWA BARAT,2018,16843,1544361.0,PERDESAAN,MAKANAN,529194.0,MAKANAN,PERDESAANPERKOTAAN,MARET,266531.0,0
JAWA BARAT,2018,16843,1544361.0,PERDESAAN,MAKANAN,529194.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,269064.0,0
JAWA BARAT,2018,16843,1544361.0,PERKOTAAN,MAKANAN,626039.0,MAKANAN,PERKOTAAN,MARET,263583.0,0
JAWA BARAT,2018,16843,1544361.0,PERKOTAAN,MAKANAN,626039.0,MAKANAN,PERKOTAAN,SEPTEMBER,266339.0,0
JAWA BARAT,2018,16843,1544361.0,PERKOTAAN,MAKANAN,626039.0,MAKANAN,PERDESAAN,MARET,274016.0,0
JAWA BARAT,2018,16843,1544361.0,PERKOTAAN,MAKANAN,626039.0,MAKANAN,PERDESAAN,SEPTEMBER,276660.0,0
JAWA BARAT,2018,16843,1544361.0,PERKOTAAN,MAKANAN,626039.0,MAKANAN,PERDESAANPERKOTAAN,MARET,266531.0,0
JAWA BARAT,2018,16843,1544361.0,PERKOTAAN,MAKANAN,626039.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,269064.0,0
JAWA BARAT,2018,16843,1544361.0,PERDESAANPERKOTAAN,MAKANAN,600966.0,MAKANAN,PERKOTAAN,MARET,263583.0,0
JAWA BARAT,2018,16843,1544361.0,PERDESAANPERKOTAAN,MAKANAN,600966.0,MAKANAN,PERKOTAAN,SEPTEMBER,266339.0,0
JAWA BARAT,2018,16843,1544361.0,PERDESAANPERKOTAAN,MAKANAN,600966.0,MAKANAN,PERDESAAN,MARET,274016.0,0
JAWA BARAT,2018,16843,1544361.0,PERDESAANPERKOTAAN,MAKANAN,600966.0,MAKANAN,PERDESAAN,SEPTEMBER,276660.0,0
JAWA BARAT,2018,16843,1544361.0,PERDESAANPERKOTAAN,MAKANAN,600966.0,MAKANAN,PERDESAANPERKOTAAN,MARET,266531.0,0
JAWA BARAT,2018,16843,1544361.0,PERDESAANPERKOTAAN,MAKANAN,600966.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,269064.0,0
JAWA BARAT,2019,17365,1668373.0,PERDESAAN,MAKANAN,533831.0,MAKANAN,PERKOTAAN,MARET,280844.0,0
JAWA BARAT,2019,17365,1668373.0,PERDESAAN,MAKANAN,533831.0,MAKANAN,PERKOTAAN,SEPTEMBER,291607.0,0
JAWA BARAT,2019,17365,1668373.0,PERDESAAN,MAKANAN,533831.0,MAKANAN,PERDESAAN,MARET,284171.0,0
JAWA BARAT,2019,17365,1668373.0,PERDESAAN,MAKANAN,533831.0,MAKANAN,PERDESAAN,SEPTEMBER,295872.0,0
JAWA BARAT,2019,17365,1668373.0,PERDESAAN,MAKANAN,533831.0,MAKANAN,PERDESAANPERKOTAAN,MARET,281693.0,0
JAWA BARAT,2019,17365,1668373.0,PERDESAAN,MAKANAN,533831.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,292718.0,0
JAWA BARAT,2019,17365,1668373.0,PERKOTAAN,MAKANAN,659200.0,MAKANAN,PERKOTAAN,MARET,280844.0,0
JAWA BARAT,2019,17365,1668373.0,PERKOTAAN,MAKANAN,659200.0,MAKANAN,PERKOTAAN,SEPTEMBER,291607.0,0
JAWA BARAT,2019,17365,1668373.0,PERKOTAAN,MAKANAN,659200.0,MAKANAN,PERDESAAN,MARET,284171.0,0
JAWA BARAT,2019,17365,1668373.0,PERKOTAAN,MAKANAN,659200.0,MAKANAN,PERDESAAN,SEPTEMBER,295872.0,0
JAWA BARAT,2019,17365,1668373.0,PERKOTAAN,MAKANAN,659200.0,MAKANAN,PERDESAANPERKOTAAN,MARET,281693.0,0
JAWA BARAT,2019,17365,1668373.0,PERKOTAAN,MAKANAN,659200.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,292718.0,0
JAWA BARAT,2019,17365,1668373.0,PERDESAANPERKOTAAN,MAKANAN,629740.0,MAKANAN,PERKOTAAN,MARET,280844.0,0
JAWA BARAT,2019,17365,1668373.0,PERDESAANPERKOTAAN,MAKANAN,629740.0,MAKANAN,PERKOTAAN,SEPTEMBER,291607.0,0
JAWA BARAT,2019,17365,1668373.0,PERDESAANPERKOTAAN,MAKANAN,629740.0,MAKANAN,PERDESAAN,MARET,284171.0,0
JAWA BARAT,2019,17365,1668373.0,PERDESAANPERKOTAAN,MAKANAN,629740.0,MAKANAN,PERDESAAN,SEPTEMBER,295872.0,0
JAWA BARAT,2019,17365,1668373.0,PERDESAANPERKOTAAN,MAKANAN,629740.0,MAKANAN,PERDESAANPERKOTAAN,MARET,281693.0,0
JAWA BARAT,2019,17365,1668373.0,PERDESAANPERKOTAAN,MAKANAN,629740.0,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,292718.0,0
JAWA BARAT,2020,19078,1810351.0,PERDESAAN,MAKANAN,568464.0,MAKANAN,PERKOTAAN,MARET,299959.0,0
JAWA BARAT,2020,19078,1810351.0,PERDESAAN,MAKANAN,568464.0,MAKANAN,PERKOTAAN,SEPTEMBER,303465.0,0
JAWA BARAT,2020,19078,1810351.0,PERDESAAN,MAKANAN,568464.0,MAKANAN,PERDESAAN,MARET,307253.0,0
JAWA BARAT,2020,19078,1810351.0,PERDESAAN,MAKANAN,568464.0,MAKANAN,PERDESAAN,SEPTEMBER,312563.0,0
JAWA BARAT,2020,19078,1810351.0,PERDESAAN,MAKANAN,568464.0,MAKANAN,PERDESAANPERKOTAAN,MARET,301806.0,0
